Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Blacksite: Area 51,X360,2007,Shooter,62.0,6.1,T
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,60.0,7,E
The Sims 3: World Adventures,PC,2009,Simulation,81.0,8,T
Madden NFL 06,GC,2005,Sports,86.0,8.5,E
BlazBlue: Calamity Trigger,PS3,2009,Fighting,87.0,8.4,T
Iron Man,X360,2008,Action,45.0,5.9,T
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,73.0,7.9,T
NHL 10,PS3,2009,Sports,88.0,7.9,E10+
Rock Band 3,PS3,2010,Misc,91.0,8,T
Blood Wake,XB,2001,Shooter,71.0,7.5,T
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,57.0,9.1,T
FIFA World Cup Germany 2006,PS2,2006,Sports,77.0,8.1,E
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,74.0,5.2,T
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,70.0,8.9,E
Spider-Man 3,X360,2007,Platform,63.0,7,T
The Conduit,Wii,2009,Shooter,69.0,8.2,T
RalliSport Challenge,XB,2002,Racing,87.0,8.3,E
Resident Evil Outbreak File #2,PS2,2004,Action,58.0,7.7,M
Top Spin 3,PS3,2008,Action,75.0,7.5,E
XIII,PS2,2003,Shooter,73.0,8.6,M
Tomb Raider: Anniversary,PSP,2007,Action,78.0,8.2,T
3D Dot Game Heroes,PS3,2009,Role-Playing,77.0,8,E10+
Up,Wii,2009,Action,62.0,8,E10+
Breath of Fire IV,PS,2000,Role-Playing,83.0,8.9,T
True Crime: Streets of LA,GC,2003,Action,77.0,7.3,M
Odin Sphere,PS2,2007,Role-Playing,83.0,8.6,T
Arena Football,PS2,2006,Sports,66.0,8.6,E10+
The Lord of the Rings: The Return of the King,GBA,2003,Action,77.0,8.2,T
NHL Hitz 20-02,PS2,2001,Sports,78.0,7.6,E
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,64.0,6.5,E10+
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,66.0,7.5,E
The Sims: Bustin' Out,XB,2003,Simulation,81.0,8.9,T
NCAA March Madness 07,PS2,2007,Sports,63.0,8.6,E
"Monsters, Inc. Scream Team",PS,2001,Platform,65.0,6.9,E
Top Spin 3,X360,2008,Action,78.0,7.6,E
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,55.0,8.4,T
LEGO Rock Band,X360,2009,Misc,71.0,7.2,E10+
Battlefield 2: Modern Combat,XB,2005,Shooter,80.0,8.2,T
Tom Clancy's HAWX,PS3,2009,Action,74.0,8.1,T
All-Star Baseball 2002,PS2,2001,Sports,77.0,7.6,E
Need for Speed: Most Wanted,GC,2005,Racing,80.0,9.1,T
Bolt,Wii,2008,Adventure,50.0,5.8,E10+
WWE Raw 2,XB,2003,Fighting,68.0,7.3,T
Manhunt 2,PS2,2007,Action,67.0,7.8,M
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,56.0,8.1,T
Tony Hawk's Project 8,PSP,2006,Sports,68.0,7.6,T
Batman Begins,PS2,2005,Action,64.0,7.3,T
Tony Hawk's Proving Ground,X360,2007,Sports,72.0,5.4,T
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,56.0,6.5,E
Barbie Groovy Games,GBA,2002,Misc,47.0,7,E
Wolfenstein,X360,2009,Shooter,72.0,7.5,M
Blinx: The Time Sweeper,XB,2002,Platform,71.0,8,E
ESPN NFL Football,PS2,2003,Sports,91.0,8.5,E
Major League Baseball 2K5,XB,2005,Sports,81.0,8.2,E
Tetris Party Deluxe,Wii,2010,Puzzle,72.0,5.8,E
Archer Maclean's Mercury,PSP,2005,Puzzle,75.0,6.6,E
TMNT,X360,2007,Action,58.0,6.3,E10+
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,59.0,6.8,M
Frontlines: Fuel of War,X360,2008,Shooter,75.0,7.8,T
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,76.0,8.3,E
NCAA Football 07,XB,2006,Sports,88.0,6.9,E
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,78.0,9.1,T
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,68.0,7.5,E
No More Heroes,Wii,2007,Action,83.0,8.4,M
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,47.0,7,E
Soul Reaver 2,PS2,2001,Action,80.0,8.5,M
Metal Gear Solid 3: Subsistence,PS2,2005,Action,94.0,9.3,M
Enslaved: Odyssey to the West,PS3,2010,Action,80.0,7.4,T
WWF Raw,XB,2002,Fighting,68.0,6.6,T
Extermination,PS2,2001,Action,67.0,7.8,M
Batman: Vengeance,PS2,2001,Adventure,68.0,6.7,T
Tony Hawk's Pro Skater 3,XB,2002,Sports,93.0,8.4,T
Mega Man Zero,GBA,2002,Platform,82.0,8.9,E
NBA 2K8,PS3,2007,Sports,81.0,6.8,E
Shrek 2,XB,2004,Platform,72.0,8.4,E
Purr Pals,DS,2007,Simulation,67.0,6.8,E
Assassin's Creed II,PC,2010,Action,86.0,6.9,M
Tak and the Power of Juju,GBA,2003,Platform,79.0,9.2,E
Lips: Number One Hits,X360,2009,Misc,70.0,7.6,T
Turok: Evolution,XB,2002,Shooter,68.0,6.7,M
Jak X: Combat Racing,PS2,2005,Racing,76.0,7.7,T
American Idol,PS2,2003,Misc,41.0,4.8,E
Red Dead Revolver,XB,2004,Shooter,74.0,8.5,M
CrossworDS,DS,2008,Puzzle,67.0,6.8,E
Viva Pinata: Pocket Paradise,DS,2008,Simulation,82.0,7.1,E
Iron Man,PS2,2008,Action,47.0,5.6,T
The SpongeBob SquarePants Movie,XB,2004,Platform,74.0,8.5,E
Legends of WrestleMania,PS3,2009,Fighting,70.0,6.5,T
Tiger Woods PGA Tour 08,X360,2007,Sports,80.0,7.8,E
Dance Dance Revolution Ultramix,XB,2003,Simulation,82.0,8.8,E
Crash Tag Team Racing,PS2,2005,Racing,66.0,7,E10+
Front Mission 4,PS2,2003,Strategy,75.0,8.6,T
F.E.A.R.,PS3,2007,Shooter,72.0,7.4,M
Enslaved: Odyssey to the West,X360,2010,Action,82.0,7.8,T
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,70.0,8.1,T
Dynasty Warriors: Gundam 3,PS3,2010,Action,58.0,7.5,T
Tiger Woods PGA Tour 11,Wii,2010,Sports,84.0,8.3,E
NBA Live 10,PS3,2009,Sports,81.0,7.5,E
Metro 2033,X360,2010,Shooter,77.0,7.9,M
Fire Emblem: Path of Radiance,GC,2005,Action,85.0,8.9,T
Hotel Dusk: Room 215,DS,2007,Adventure,78.0,8.6,T
SSX Tricky,GC,2001,Sports,87.0,8.6,E
Greg Hastings' Tournament Paintball,XB,2004,Shooter,74.0,9.2,T
ESPN NBA Basketball,PS2,2003,Sports,89.0,8.4,E
Sacred 2: Fallen Angel,X360,2009,Role-Playing,71.0,7.3,M
Over the Hedge,PS2,2006,Platform,58.0,8.6,E10+
Mat Hoffman's Pro BMX,PS,2001,Sports,80.0,8.6,E
The Hobbit,PS2,2003,Platform,59.0,8.6,E
War of the Monsters,PS2,2003,Fighting,80.0,8.9,T
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,41.0,5,T
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,83.0,8.7,T
Time Crisis: Razing Storm,PS3,2010,Shooter,58.0,5.9,T
Summer Sports: Paradise Island,Wii,2008,Sports,46.0,4.6,E
Time Crisis II,PS2,2001,Shooter,81.0,7.9,T
NCAA March Madness 06,PS2,2005,Sports,78.0,9.1,E
Valkyria Chronicles II,PSP,2010,Role-Playing,83.0,8.1,T
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,85.0,8.8,T
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,78.0,8.1,E
Legacy of Kain: Defiance,PS2,2003,Action,75.0,9.3,M
NCAA March Madness 2005,PS2,2004,Sports,78.0,8.3,E
007 Racing,PS,2000,Racing,51.0,4.6,T
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,87.0,8.8,T
Conflict: Vietnam,PS2,2004,Shooter,58.0,8.1,M
MLB SlugFest 20-04,PS2,2003,Sports,78.0,8.3,E
Blitz: The League,XB,2004,Sports,78.0,7.7,M
Manhunt 2,Wii,2007,Action,62.0,7.1,M
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,82.0,8.5,T
Burnout Revenge,XB,2005,Racing,89.0,8.4,E10+
Medal of Honor: European Assault,XB,2005,Shooter,72.0,7,T
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,71.0,8.2,E
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,59.0,6.6,T
NBA 06,PS2,2005,Sports,63.0,6.3,E
Excite Truck,Wii,2006,Racing,72.0,8.4,E
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,69.0,7.6,E10+
X-Men Legends,GC,2004,Role-Playing,81.0,8.5,T
ModNation Racers,PSP,2010,Racing,73.0,7.7,E
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,75.0,8.3,T
Oni,PS2,2001,Action,69.0,7.8,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,61.0,6.4,T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,47.0,5.4,E
Terminator Salvation,PS3,2009,Shooter,43.0,3.9,T
The Lord of the Rings: The Two Towers,GC,2002,Action,82.0,8.7,T
Juiced,PS2,2005,Racing,68.0,7.7,T
The Warriors,PS2,2005,Action,84.0,8.5,M
Star Fox Command,DS,2006,Shooter,76.0,7.3,E10+
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,66.0,8,M
Mario Tennis: Power Tour,GBA,2005,Sports,81.0,8,E
Seaman,DC,1999,Simulation,82.0,8.4,T
Stuntman: Ignition,PS3,2007,Racing,76.0,6.2,T
F.E.A.R. 2: Project Origin,X360,2009,Shooter,77.0,8,M
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,69.0,8.2,E
GT Pro Series,Wii,2006,Racing,41.0,4,E
Tiger Woods PGA Tour 11,X360,2010,Sports,79.0,7.8,E
The Golden Compass,PS2,2007,Action,46.0,5.2,E10+
Final Fantasy Chronicles,PS,2001,Role-Playing,89.0,9.1,T
F1 2009,PSP,2009,Racing,68.0,7.2,E
Syphon Filter 3,PS,2001,Shooter,73.0,8.5,M
Metal Gear Solid 2: Substance,PS2,2002,Action,87.0,9,M
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,68.0,7.1,T
NBA Live 08,X360,2007,Sports,73.0,5.3,E
We Love Katamari,PS2,2005,Puzzle,86.0,8.9,E
NCAA Football 2003,XB,2002,Sports,90.0,8.2,E
We Cheer,Wii,2008,Simulation,56.0,7.3,E10+
Madden NFL 07,PS3,2006,Sports,76.0,4.2,E
NBA Live 09,PS3,2008,Sports,75.0,7.8,E
SingStar Dance,PS3,2010,Misc,65.0,3.9,T
Tomb Raider: Legend,PS2,2006,Action,82.0,7.1,T
Freedom Fighters,PS2,2003,Shooter,81.0,8.4,T
Silent Hill: Origins,PSP,2007,Action,78.0,7.8,M
Gun,XB,2005,Shooter,79.0,7.8,M
Fight Night Round 3,PSP,2006,Fighting,74.0,8.1,T
The Punisher,PS2,2005,Action,68.0,8.2,M
SSX On Tour,PS2,2005,Sports,80.0,7.9,E
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,78.0,7.5,T
Tony Hawk's Pro Skater 3,GBA,2002,Sports,90.0,8,E
Way of the Samurai 3,PS3,2008,Action,58.0,7.9,M
The Sims 2: Open for Business,PC,2006,Simulation,78.0,8.6,T
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,77.0,7.9,E
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,69.0,8.1,E
SimAnimals,DS,2009,Simulation,70.0,7.5,E
NBA Live 2002,PS,2001,Sports,81.0,8.8,E
Way of the Samurai,PS2,2002,Action,74.0,8.2,M
The 3rd Birthday,PSP,2010,Role-Playing,71.0,6.1,M
Kung Fu Panda,PS3,2008,Action,76.0,7.3,E10+
Pac-Man Fever,PS2,2001,Misc,47.0,6.3,E
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,70.0,7.7,E10+
HSX HyperSonic.Xtreme,PS2,2002,Racing,53.0,8.4,E
Lair,PS3,2007,Action,53.0,6.4,T
Madden NFL 2004,GC,2003,Sports,94.0,7.7,E
Summoner,PS2,2000,Role-Playing,74.0,7.8,T
NBA Live 07,PSP,2006,Sports,64.0,7.5,E
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,80.0,8.4,T
Major League Baseball 2K10,X360,2010,Sports,76.0,7.6,E
Alice in Wonderland,Wii,2010,Adventure,69.0,7.4,E10+
Ratatouille,PS3,2007,Action,55.0,4.8,E
NBA Live 2004,XB,2003,Sports,85.0,8.2,E
Iron Man,DS,2008,Action,56.0,7,E10+
Pro Evolution Soccer 2010,Wii,2009,Sports,82.0,8.4,E
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,62.0,8.8,E
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,74.0,8.1,T
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,75.0,8.4,T
Dragon Age: Origins,PC,2009,Role-Playing,91.0,8.6,M
Dynasty Warriors,PSP,2004,Action,62.0,7.3,T
NHL 07,PS2,2006,Sports,76.0,4.6,E10+
SoulCalibur: Broken Destiny,PSP,2009,Fighting,80.0,6.2,T
Dragon Ball: Raging Blast,X360,2009,Fighting,56.0,7.5,T
The BIGS,PS2,2007,Sports,71.0,4.8,E
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,73.0,7,T
NBA Ballers,XB,2004,Sports,82.0,8.1,E
Silent Hill 4: The Room,PS2,2004,Action,76.0,7.8,M
Capcom Classics Collection,PS2,2005,Misc,78.0,8.4,T
The Saboteur,X360,2009,Action,73.0,8.2,M
Sonic Riders,PS2,2006,Racing,55.0,7.2,E
Looney Tunes: Back in Action,PS2,2003,Platform,51.0,7.5,E
NHL 09,X360,2008,Sports,88.0,8.4,E10+
Bully: Scholarship Edition,Wii,2008,Action,83.0,8.4,T
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,81.0,7.8,T
Midnight Club II,XB,2003,Racing,86.0,7.6,T
Ratatouille,Wii,2007,Action,62.0,6.7,E
Avatar: The Last Airbender,GC,2006,Adventure,60.0,6.5,E10+
The Mummy Returns,PS2,2001,Action,44.0,7,T
Hitman: Blood Money,PS2,2006,Action,83.0,8.4,M
Lost: Via Domus,PS3,2008,Action,54.0,6.9,T
Crash: Mind Over Mutant,PS2,2008,Platform,73.0,6.5,E10+
Activision Anthology,PS2,2002,Misc,75.0,7.7,E
Picross DS,DS,2007,Puzzle,83.0,8.7,E
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,63.0,7.1,T
Test Drive Unlimited,PSP,2007,Racing,80.0,7.3,E10+
R.U.S.E.,PS3,2010,Strategy,76.0,7.3,T
Star Wars: Jedi Starfighter,PS2,2002,Simulation,81.0,8.3,T
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,88.0,9.1,E
Sega Bass Fishing,Wii,2008,Sports,59.0,6.3,E
Dead or Alive Ultimate,XB,2004,Fighting,83.0,8.7,M
RPG Maker,PS,1997,Role-Playing,66.0,8.2,E
Dance Dance Revolution Universe 2,X360,2007,Simulation,65.0,7.4,E10+
Burnout Revenge,X360,2006,Racing,89.0,8.1,E10+
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,65.0,7.3,E
Monster Hunter,PS2,2004,Role-Playing,68.0,8.9,T
NBA Street Homecourt,X360,2007,Sports,80.0,8.2,E
Tony Hawk's Underground 2,GC,2004,Sports,82.0,8.9,T
SplashDown: Rides Gone Wild,PS2,2003,Racing,80.0,8.7,E
Shrek SuperSlam,PS2,2005,Action,67.0,9,E10+
Rayman Advance,GBA,2001,Platform,84.0,8.4,E
Fantastic 4,PS2,2005,Action,64.0,7.8,T
Men in Black II: Alien Escape,PS2,2002,Shooter,50.0,7.3,T
Madden NFL 07,Wii,2006,Sports,81.0,8,E
Spider-Man 2,DS,2004,Action,61.0,5,E
Picross 3D,DS,2009,Puzzle,83.0,8.4,E
Dynasty Warriors: Gundam 2,PS3,2008,Action,54.0,7,T
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,57.0,5.6,E
Tony Hawk's Project 8,X360,2006,Sports,81.0,7.6,T
The Matrix: Path of Neo,PS2,2005,Action,69.0,7.9,T
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,66.0,7.6,E10+
WWE Wrestlemania X8,GC,2002,Fighting,64.0,6.9,T
Boogie,Wii,2007,Misc,57.0,5.3,E10+
GoldenEye: Rogue Agent,XB,2004,Shooter,61.0,7.2,T
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,78.0,8.7,E10+
The Sims,GC,2003,Simulation,85.0,7.7,T
Grandia III,PS2,2005,Role-Playing,77.0,8.3,T
Scarface: The World is Yours,XB,2006,Action,76.0,8.4,M
Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,61.0,5,E10+
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,56.0,7.3,E
Medal of Honor,PC,2010,Shooter,72.0,6.4,M
Crazy Taxi,GC,2001,Racing,69.0,7.5,T
Dragon Ball Z: Burst Limit,X360,2008,Fighting,72.0,7.6,T
Spy Hunter 2,PS2,2003,Racing,57.0,6.4,T
Sniper: Art of Victory,PC,2008,Shooter,36.0,3.6,M
Tales of Legendia,PS2,2005,Role-Playing,72.0,7.7,T
FIFA Soccer 09,DS,2008,Sports,84.0,6.1,E
Alone in the Dark,X360,2008,Adventure,58.0,5.7,M
Shrek the Third,PS2,2007,Action,56.0,6.1,E10+
Need for Speed: Porsche Unleashed,GBA,2004,Racing,62.0,7.8,E
Far Cry 2,PC,2008,Action,85.0,5.8,M
NFL Street 2,XB,2004,Sports,78.0,6.5,E
Rock Band Unplugged,PSP,2009,Misc,79.0,8.6,T
You're in the Movies,X360,2008,Misc,55.0,5.5,E
Scene It? Lights Camera Action,X360,2007,Misc,73.0,8.1,T
Dark Sector,X360,2008,Shooter,72.0,7.5,M
Tiger Woods PGA Tour 07,X360,2006,Sports,80.0,7.9,E
Secret Weapons Over Normandy,PS2,2003,Simulation,81.0,8.2,T
Crash of the Titans,DS,2007,Action,73.0,5.9,E
The Saboteur,PS3,2009,Action,72.0,8.1,M
Theme Park Roller Coaster,PS2,2000,Strategy,82.0,7.9,E
Midnight Club: Street Racing,GBA,2001,Racing,50.0,5.3,E
Tiger Woods PGA Tour 06,XB,2005,Sports,81.0,5.1,E
FIFA World Cup Germany 2006,X360,2006,Sports,72.0,6.6,E
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,80.0,9.1,E
Children of Mana,DS,2006,Role-Playing,65.0,6,E10+
Fantavision,PS2,2000,Puzzle,72.0,6.3,E
X-Men: Next Dimension,PS2,2002,Fighting,61.0,8.7,T
Dynasty Warriors Gundam,PS3,2007,Action,60.0,6.9,T
Spider-Man 3,Wii,2007,Platform,53.0,5.3,T
James Bond 007: Blood Stone,X360,2010,Shooter,62.0,7.1,T
Dark Sector,PS3,2008,Shooter,72.0,7.6,M
ICO,PS2,2001,Action,90.0,8.8,T
Ford Racing Off Road,Wii,2008,Racing,37.0,6.3,E
Unreal Tournament III,X360,2008,Shooter,82.0,7.6,M
Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,75.0,8,T
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,84.0,9,T
Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,82.0,8.8,E10+
Hot Wheels Velocity X,PS2,2002,Racing,54.0,7.1,E
MySims Racing,Wii,2009,Racing,68.0,7.4,E
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,79.0,7.9,M
The Sims 2: Pets,Wii,2007,Simulation,65.0,7.3,T
L.A. Rush,PS2,2005,Racing,58.0,8,T
Crash: Mind Over Mutant,X360,2008,Platform,60.0,6.5,E10+
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,82.0,7.9,E
NBA Ballers: Phenom,PS2,2006,Sports,69.0,8.5,E
Need for Speed Carbon,XB,2006,Racing,74.0,7.4,E10+
Shadowrun,X360,2007,Role-Playing,66.0,7.5,M
Crazy Taxi: Fare Wars,PSP,2007,Racing,64.0,7.1,E10+
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,85.0,8.1,M
Emergency Heroes,Wii,2008,Racing,41.0,4.2,E10+
FlingSmash,Wii,2010,Action,48.0,6.8,E
Downhill Domination,PS2,2003,Racing,79.0,8.9,T
Dead Space Extraction,Wii,2009,Shooter,82.0,8.1,M
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,70.0,5.6,E10+
Silent Hill: Shattered Memories,Wii,2009,Action,79.0,8,M
World Series of Poker,PS2,2005,Misc,46.0,8.2,E10+
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,75.0,7.3,E10+
Spider-Man 3,DS,2007,Platform,79.0,6.5,E10+
Dead or Alive 4,X360,2005,Fighting,85.0,8.2,M
Godzilla: Save the Earth,PS2,2004,Fighting,62.0,8.7,T
Dance Dance Revolution: Mario Mix,GC,2005,Misc,69.0,8.4,E
Metal Gear Solid: The Twin Snakes,GC,2004,Action,85.0,9,M
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,76.0,9.1,T
2010 FIFA World Cup South Africa,PSP,2010,Sports,69.0,7.4,E
SimCity Creator,Wii,2008,Simulation,67.0,6.8,E
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,62.0,5.5,E
Harry Potter and the Order of the Phoenix,Wii,2007,Action,69.0,7.2,E10+
The Sims 3: Ambitions,PC,2010,Simulation,74.0,7.3,T
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,76.0,7.7,E
Rygar: The Legendary Adventure,PS2,2002,Action,83.0,8.4,T
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,85.0,8.8,T
Kessen II,PS2,2001,Strategy,71.0,8.3,T
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,71.0,7.9,M
Dragon Ball Z: Sagas,PS2,2005,Fighting,49.0,5.4,T
NBA Live 07,X360,2006,Sports,59.0,4.9,E
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,82.0,7.6,M
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,57.0,6.8,E
The Mark of Kri,PS2,2002,Action,80.0,7.9,M
Need for Speed: Hot Pursuit,Wii,2010,Racing,50.0,3.7,E10+
Crash Nitro Kart,GBA,2003,Racing,77.0,8.3,E
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,72.0,4.6,E10+
Star Wars: Demolition,PS,2000,Racing,63.0,6.5,T
Delta Force: Black Hawk Down,PS2,2005,Shooter,58.0,8.8,T
.hack//Outbreak Part 3,PS2,2002,Role-Playing,70.0,8.7,T
MX vs. ATV Untamed,PS3,2007,Racing,67.0,6.1,E
Boom Blox Bash Party,Wii,2009,Puzzle,86.0,8.4,E
Top Spin,XB,2003,Sports,89.0,8.2,E
Brothers In Arms: D-Day,PSP,2006,Shooter,65.0,9.1,M
The Golden Compass,X360,2007,Action,41.0,4.1,E10+
Tomb Raider: Legend,PSP,2006,Action,67.0,7.9,T
Enter the Matrix,GC,2003,Action,63.0,8,T
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,46.0,6.8,E
Bleach: The Blade of Fate,DS,2006,Fighting,83.0,7.5,T
NFL Head Coach,PS2,2006,Sports,66.0,6.9,E
Tomb Raider: Underworld,Wii,2008,Action,70.0,7.2,T
Area 51,PS2,2005,Shooter,75.0,8.4,M
NHL 2005,PS2,2004,Sports,75.0,8.3,E
The New York Times Crosswords,DS,2007,Puzzle,79.0,6.7,T
Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,76.0,8.7,T
Dynasty Warriors: Strikeforce,PSP,2009,Action,65.0,6.8,T
Brain Challenge,DS,2008,Misc,68.0,7,E
Enemy Territory: Quake Wars,X360,2008,Shooter,69.0,7.3,T
Burnout Dominator,PSP,2007,Racing,76.0,8.2,E10+
Crash of the Titans,Wii,2007,Action,69.0,5.8,E10+
Tekken Advance,GBA,2001,Fighting,82.0,8.2,T
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,86.0,8.4,M
Pirates of the Caribbean: At World's End,Wii,2007,Action,53.0,7.2,T
Sega Rally Revo,X360,2007,Racing,77.0,7.2,E
Samurai Warriors: Xtreme Legends,PS2,2004,Action,72.0,8.6,T
LEGO Rock Band,DS,2009,Misc,80.0,7.5,E
WWE WrestleMania 21,XB,2005,Fighting,56.0,6.9,T
NBA Live 2005,GC,2004,Sports,83.0,6.7,E
WWE Day of Reckoning,GC,2004,Fighting,79.0,9.1,T
NBA Live 10,X360,2009,Sports,80.0,7.7,E
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,38.0,5,T
Sled Storm,PS2,2002,Racing,73.0,7.7,T
Mario Golf: Advance Tour,GBA,2004,Sports,84.0,8.6,E
Celebrity Sports Showdown,Wii,2008,Sports,50.0,4.6,E
Disney Guilty Party,Wii,2010,Misc,78.0,8,E
Major League Baseball 2K6,PS2,2006,Sports,70.0,5.2,E
World Soccer Winning Eleven 9,XB,2005,Sports,89.0,7.9,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,47.0,7.8,T
The Thing,PS2,2002,Adventure,78.0,7.4,M
Van Helsing,PS2,2004,Action,64.0,8.5,T
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,84.0,8.7,T
Worms: Open Warfare 2,PSP,2007,Strategy,80.0,8.1,E10+
Spawn: Armageddon,PS2,2003,Action,56.0,7.4,M
Sid Meier's Civilization Revolution,DS,2008,Strategy,80.0,7.7,E10+
Tiger Woods PGA Tour 2003,XB,2002,Sports,88.0,8.5,E
Battlefield 2: Modern Combat,PS2,2005,Shooter,80.0,8.5,T
50 Cent: Bulletproof,XB,2005,Action,50.0,5.9,M
Tony Hawk's Proving Ground,PS3,2007,Sports,73.0,6.6,T
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,85.0,8.6,E10+
Viking: Battle for Asgard,X360,2008,Action,68.0,8,M
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,83.0,7.6,E
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,66.0,8.2,E10+
G-Force,Wii,2009,Action,69.0,8,E10+
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,74.0,8,T
MX Unleashed,XB,2004,Racing,81.0,9.3,E
Wario World,GC,2003,Platform,71.0,7.2,E
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,59.0,6.6,E10+
Samurai Warriors 3,Wii,2009,Action,55.0,7.2,T
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,65.0,4,E10+
TimeSplitters 2,GC,2002,Shooter,88.0,9,T
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,92.0,8.7,M
Food Network: Cook or Be Cooked,Wii,2009,Misc,53.0,6.8,E
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,75.0,8.7,T
The Darkness,X360,2007,Shooter,82.0,8.1,M
Thrillville: Off the Rails,Wii,2007,Strategy,70.0,2.8,E10+
Spider-Man: Shattered Dimensions,PS3,2010,Action,74.0,7.5,T
NFL Blitz 20-03,PS2,2002,Sports,73.0,8.6,E
Eternal Sonata,PS3,2008,Role-Playing,80.0,7.8,T
